"match_map_id","map_thumbnail","match_play_duration","match_season","match_uid","match_winner_side","mvp_uid","svp_uid","score_info.0","score_info.1","match_time_stamp","play_mode_id","game_mode_id","match_player.assists","match_player.kills","match_player.deaths","match_player.is_win.score","match_player.is_win.is_win","match_player.disconnected","match_player.player_uid","match_player.camp","match_player.score_info.add_score","match_player.score_info.level","match_player.score_info.new_level","match_player.score_info.new_score","match_player.player_hero.hero_id","match_player.player_hero.hero_name","match_player.player_hero.hero_type","match_player.player_hero.kills","match_player.player_hero.deaths","match_player.player_hero.assists","match_player.player_hero.play_time","match_player.player_hero.total_hero_damage","match_player.player_hero.total_damage_taken","match_player.player_hero.total_hero_heal","mode"
1317,"/maps/map_1317.png",736.0981,"4","5517654_1759035691_1317245_11001_11",0,1205295871,1320316727, 2, 1,1759036646,0,1,19, 9,14,1,1,FALSE,1055442592,NA,NA,NA,NA,NA,1047,jeff the land shark,/heroes/transformations/jeff-the-land-shark-headbig-0.webp, 9,14,19,658.5876, 4635.538,6701.987,15891.31193,"Quick Match"
1240,"/maps/map_1240.png",499.2288,"4","5517573_1759035217_1240079_11001_11",1, 816944199, 350202911,NA,NA,1759035803,0,1,17,11, 5,1,1,FALSE,1055442592, 1,  28.64346,   1.00000,   1.00000,3562.46448,1047,jeff the land shark,/heroes/transformations/jeff-the-land-shark-headbig-0.webp,11, 3,17,426.5276, 6655.697,3630.219,11420.20825,"Quick Match"
1307,"/maps/map_1307.png",527.5989,"4","5517759_1759014317_1307487_11001_11",0,1052227607, 127753975,NA,NA,1759014940,0,1, 0,16, 6,1,1,FALSE,1055442592,NA,  29.57964,   1.00000,   1.00000,3533.82101,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp,16, 6, 0,527.5965, 8350.199,4258.785,    0.00000,"Quick Match"
1235,"/maps/map_1235.png",906.7312,"4","6697184_1759013159_1235112_11001_13",0,1581803671, 154966902, 2, 1,1759014286,0,1, 0,15,14,0,0,FALSE,1055442592, 1, -32.30412,   1.00000,   1.00000,3504.24137,1014,the punisher,/heroes/transformations/the-punisher-headbig-0.webp, 8, 5, 0,307.3542, 6457.103,5247.990,    0.00000,"Quick Match"
1032,"/maps/map_1032.png",651.0399,"4","5517914_1759002231_1032022_11001_11",1, 930984967, 106437987,NA,NA,1759002969,0,1, 2,17, 9,1,1,FALSE,1055442592, 1,  29.67993,   1.00000,   1.00000,3508.40392,1041,winter soldier,/heroes/transformations/winter-soldier-headbig-0.webp,17, 9, 2,651.0361,11352.378,9975.182,    0.00000,"Quick Match"
1170,"/maps/map_1170.png",415.0265,"4","5517389_1759000233_1170355_11001_11",1,1909650620,1183389887, 0, 2,1759000806,0,1, 0, 2, 8,0,0,FALSE,1055442592,NA, -26.71540,   1.00000,   1.00000,3417.35490,1041,winter soldier,/heroes/transformations/winter-soldier-headbig-0.webp, 1, 6, 0,323.6342, 3090.846,3430.101,    0.00000,"Quick Match"
1287,"/maps/map_1287.png",550.0016,"4","5517617_1758953057_1287529_11001_11",1,1510797776, 285364075, 0, 2,1758953764,0,1, 0,17, 9,1,1,FALSE,1055442592, 1,  34.04303,   1.00000,   1.00000,3382.57103,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,12, 4, 0,299.3704, 5047.214,2414.892,    0.00000,"Quick Match"
1309,"/maps/map_1309.png",671.7925,"4","6697174_1758926203_1309141_11001_13",0,1594504958, 888155343, 2, 1,1758927098,0,1, 0,13,12,0,0,FALSE,1055442592, 1, -32.29487,   1.00000,   1.00000,3348.52799,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,13, 7, 0,455.7438, 7278.785,4124.604,  117.00452,"Quick Match"
1032,"/maps/map_1032.png",300.0344,"4","5517394_1758925779_1032071_11001_11",1,1997390824, 198321829,NA,NA,1758926175,0,1, 0, 9, 3,1,1,FALSE,1055442592, 1,  31.34500,   1.00000,   1.00000,3380.82287,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp, 9, 3, 0,300.0295, 4332.586,3157.688,    0.00000,"Quick Match"
2041,"/maps/map_2041.png",256.4808,"4","5517419_1758917882_2041023_11001_11",0,1628656074,1055442592,NA,NA,1758918227,0,1, 0, 5, 5,0,0,FALSE,1055442592, 1, -32.03193,   1.00000,   1.00000,3349.47786,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp, 5, 5, 0,256.4739, 5969.846,3771.578,    0.00000,"Quick Match"
1170,"/maps/map_1170.png",922.2264,"4","5517672_1758916648_1170223_11001_11",1,1362213782,1369839544, 1, 2,1758917798,0,1, 7,23,10,1,1,FALSE,1055442592, 1,  34.85286,   1.00000,   1.00000,3381.50979,1047,jeff the land shark,/heroes/transformations/jeff-the-land-shark-headbig-0.webp, 8, 4, 7,378.8989, 7090.188,4415.140, 7497.30217,"Quick Match"
1292,"/maps/map_1292.png",694.6609,"4","5521363_1758872175_1292268_11001_11",0, 671361325,1055442592, 1, 0,1758873135,0,2, 0,19,10,0,0,FALSE,1055442592, 1, -16.00452,   8.00000,   8.00000,3687.07640,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,19, 9, 0,624.6322,28384.139,7132.422,   71.27087,"Quick Match"
1307,"/maps/map_1307.png",234.9618,"4","5517530_1758869807_1307109_11001_11",0,1897857396,1696405600,NA,NA,1758870144,0,1, 0, 6, 2,1,1,FALSE,1055442592,NA,  26.82297,   1.00000,   1.00000,3346.65693,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp, 6, 2, 0,234.9542, 5601.256,1718.788,    0.00000,"Quick Match"
1217,"/maps/map_1217.png",478.3005,"4","5517763_1758869207_1217300_11001_11",0, 958504131,2089041244,NA,NA,1758869779,0,1, 0,16, 5,1,1,FALSE,1055442592,NA,  32.59586,   1.00000,   1.00000,3319.83396,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,12, 2, 0,308.2186, 5153.322,2063.688,    0.00000,"Quick Match"
