"uid","level","name","icon.player_icon_id","icon.player_icon","rank.rank","rank.image","rank.color","team.club_team_id","team.club_team_mini_name","team.club_team_type","info.completed_achievements","info.login_os","info.rank_game_season.2001001.rank_game_id","info.rank_game_season.2001001.level","info.rank_game_season.2001001.rank_score","info.rank_game_season.2001001.max_level","info.rank_game_season.2001001.max_rank_score","info.rank_game_season.2001001.update_time","info.rank_game_season.2001001.win_count","info.rank_game_season.2001001.protect_score","info.rank_game_season.2001001.diff_score","info.rank_game_season.2001002.rank_game_id","info.rank_game_season.2001002.level","info.rank_game_season.2001002.rank_score","info.rank_game_season.2001002.max_level","info.rank_game_season.2001002.max_rank_score","info.rank_game_season.2001002.update_time","info.rank_game_season.2001002.win_count","info.rank_game_season.2001002.protect_score","info.rank_game_season.2001002.diff_score","info.rank_game_season.2001003.rank_game_id","info.rank_game_season.2001003.level","info.rank_game_season.2001003.rank_score","info.rank_game_season.2001003.max_level","info.rank_game_season.2001003.max_rank_score","info.rank_game_season.2001003.update_time","info.rank_game_season.2001003.win_count","info.rank_game_season.2001003.protect_score","info.rank_game_season.2001003.diff_score","info.rank_game_season.2001004.rank_game_id","info.rank_game_season.2001004.level","info.rank_game_season.2001004.rank_score","info.rank_game_season.2001004.max_level","info.rank_game_season.2001004.max_rank_score","info.rank_game_season.2001004.update_time","info.rank_game_season.2001004.win_count","info.rank_game_season.2001004.protect_score","info.rank_game_season.2001004.diff_score","info.rank_game_season.2001005.rank_game_id","info.rank_game_season.2001005.level","info.rank_game_season.2001005.rank_score","info.rank_game_season.2001005.max_level","info.rank_game_season.2001005.max_rank_score","info.rank_game_season.2001005.update_time","info.rank_game_season.2001005.win_count","info.rank_game_season.2001005.protect_score","info.rank_game_season.2001005.diff_score","info.rank_game_season.2001006.rank_game_id","info.rank_game_season.2001006.level","info.rank_game_season.2001006.rank_score","info.rank_game_season.2001006.max_level","info.rank_game_season.2001006.max_rank_score","info.rank_game_season.2001006.update_time","info.rank_game_season.2001006.win_count","info.rank_game_season.2001006.protect_score","info.rank_game_season.2001006.diff_score","info.rank_game_season.2001007.rank_game_id","info.rank_game_season.2001007.level","info.rank_game_season.2001007.rank_score","info.rank_game_season.2001007.max_level","info.rank_game_season.2001007.max_rank_score","info.rank_game_season.2001007.update_time","info.rank_game_season.2001007.win_count","info.rank_game_season.2001007.protect_score","info.rank_game_season.2001007.diff_score","info.rank_game_season.2001008.rank_game_id","info.rank_game_season.2001008.level","info.rank_game_season.2001008.rank_score","info.rank_game_season.2001008.max_level","info.rank_game_season.2001008.max_rank_score","info.rank_game_season.2001008.update_time","info.rank_game_season.2001008.win_count","info.rank_game_season.2001008.protect_score","info.rank_game_season.2001008.diff_score","info.rank_game_season.2001009.rank_game_id","info.rank_game_season.2001009.level","info.rank_game_season.2001009.rank_score","info.rank_game_season.2001009.max_level","info.rank_game_season.2001009.max_rank_score","info.rank_game_season.2001009.update_time","info.rank_game_season.2001009.win_count","info.rank_game_season.2001009.protect_score","info.rank_game_season.2001009.diff_score","info.rank_game_season.2001010.rank_game_id","info.rank_game_season.2001010.level","info.rank_game_season.2001010.rank_score","info.rank_game_season.2001010.max_level","info.rank_game_season.2001010.max_rank_score","info.rank_game_season.2001010.update_time","info.rank_game_season.2001010.win_count","info.rank_game_season.2001010.protect_score","info.rank_game_season.2001010.diff_score","info.rank_game_season.2001011.rank_game_id","info.rank_game_season.2001011.level","info.rank_game_season.2001011.rank_score","info.rank_game_season.2001011.max_level","info.rank_game_season.2001011.max_rank_score","info.rank_game_season.2001011.update_time","info.rank_game_season.2001011.win_count","info.rank_game_season.2001011.protect_score","info.rank_game_season.2001011.diff_score","info.rank_game_season.2001012.rank_game_id","info.rank_game_season.2001012.level","info.rank_game_season.2001012.rank_score","info.rank_game_season.2001012.max_level","info.rank_game_season.2001012.max_rank_score","info.rank_game_season.2001012.update_time","info.rank_game_season.2001012.win_count","info.rank_game_season.2001012.protect_score","info.rank_game_season.2001012.diff_score"
1055442592,"70","Kpil11","31014204","/players/heads/player_head_31014204.png","Platinum II","/ranked/platinum.png","#58E1E8","","","0","121","Playstation",1,1,3000,1,3000,1735704429,0,0,0,2,5,3414.12927974042,5,3452.73177595972,1740012890,22,4,-20.0636309455504,3,8,3763.97793532625,9,3803.09399769339,1743320865,16,1,-19.5009106525545,4,8,3719.40425769176,8,3723.39385159606,1748583112,32,4,21.0147100482086,5,11,4008.72091457275,11,4029.64041393201,1750137009,19,0,-20.9194993592541,6,4,3394.65414746351,4,3394.65414746351,1753427278,2,1,36.4249111946824,7,11,4000.71671030596,11,4071.01787191849,1757316027,43,0,-16.8988611609584,8,8,3696.35555794324,8,3714.03437417221,1759479518,18,2,-17.6788162289708,9,9,3896.77410607993,9,3896.77410607993,1763105157,8,0,38.6287823191665,10,9,3842.98523686118,9,3842.98523686118,1765100959,14,2,35.3965001770912,11,14,4272.22064987917,14,4343.52227532933,1768199250,45,0,-12.9921855367775,12,11,4090,0,0,1768723649,3,0,0
