"match_map_id","map_thumbnail","match_play_duration","match_season","match_uid","match_winner_side","mvp_uid","svp_uid","score_info.0","score_info.1","match_time_stamp","play_mode_id","game_mode_id","match_player.assists","match_player.kills","match_player.deaths","match_player.is_win.score","match_player.is_win.is_win","match_player.disconnected","match_player.player_uid","match_player.camp","match_player.score_info.add_score","match_player.score_info.level","match_player.score_info.new_level","match_player.score_info.new_score","match_player.player_hero.hero_id","match_player.player_hero.hero_name","match_player.player_hero.hero_type","match_player.player_hero.kills","match_player.player_hero.deaths","match_player.player_hero.assists","match_player.player_hero.play_time","match_player.player_hero.total_hero_damage","match_player.player_hero.total_damage_taken","match_player.player_hero.total_hero_heal","mode"
1310,"/maps/map_1310.png",525.6211,"5","5517825_1763423583_1310085_11001_11",0,1675962205,1481401021, 2, 0,1763424270,0,2, 6, 8, 6,1,1,FALSE,1055442592,NA,  40.00000,   6.00000,   6.00000,3590.00000,1058,gambit,/heroes/transformations/gambit-headbig-0.webp, 8,6, 6,517.6014, 5564.562, 5612.170, 8452.826,"Quick Match"
1287,"/maps/map_1287.png",710.9183,"5","5518095_1763363407_1287515_11001_11",0,1895903406, 160374225, 2, 1,1763364337,0,1, 0,27,10,1,1,FALSE,1055442592,NA,  28.04627,   1.00000,   1.00000,3442.52220,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,22,7, 0,537.2381,14318.366, 4297.549,    0.000,"Quick Match"
1201,"/maps/map_1201.png",324.0138,"5","5518352_1763288140_1201515_11001_11",1,1203106090,     49454,NA,NA,1763288556,0,1, 0,24, 2,1,1,FALSE,1055442592, 1,NA,NA,NA,NA,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp,24,2, 0,324.0107,10259.333, 3886.941,    0.000,"Quick Match"
1309,"/maps/map_1309.png",755.8079,"5","5518427_1763285353_1309389_11001_11",0,1159028903, 181429928, 2, 1,1763286330,0,1, 7,17,11,0,0,FALSE,1055442592, 1, -29.09687,   1.00000,   1.00000,3387.92503,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,13,7, 0,478.4640,12801.442, 4970.446,    0.000,"Quick Match"
1032,"/maps/map_1032.png",492.4225,"5","5521402_1763253909_1032693_11001_11",1,1895707396,1682887830,NA,NA,1763254490,0,1, 0,17, 8,1,1,FALSE,1055442592, 1,  31.96562,   1.00000,   1.00000,3417.02190,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp,17,7, 0,461.4049,10699.279, 5651.765,    0.000,"Quick Match"
1286,"/maps/map_1286.png",608.0344,"5","5517395_1763253079_1286668_11001_11",1,1104408968,1153459858,NA,NA,1763253775,0,1, 0,17, 3,1,1,FALSE,1055442592, 1,NA,NA,NA,NA,1043,star-lord,/heroes/transformations/star-lord-headbig-0.webp,17,3, 0,326.2116, 7498.912, 4163.362,    0.000,"Quick Match"
1170,"/maps/map_1170.png",380.2453,"5","6697033_1763252841_1170544_11001_13",1,1672490834,1370137022, 0, 2,1763253385,0,1, 0, 8, 9,0,0,FALSE,1055442592,NA, -29.70278,   1.00000,   1.00000,3385.05628,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp, 8,8, 0,329.9295, 7700.126, 4557.077,    0.000,"Quick Match"
1101,"/maps/map_1101.png",613.8294,"5","5517560_1763195405_1101881_11001_11",1, 575032654, 320293087,NA,NA,1763196109,0,1, 1,23, 6,1,1,FALSE,1055442592, 1,  27.08897,   1.00000,   1.00000,3385.09955,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,13,6, 1,473.7275, 5759.939, 2702.312,    0.000,"Quick Match"
1307,"/maps/map_1307.png",650.3469,"5","5517412_1763194628_1307374_11001_11",0,1476238368,1520413930,NA,NA,1763195379,0,1, 0,19, 8,1,1,FALSE,1055442592,NA,  30.64897,   1.00000,   1.00000,3358.01058,1030,moon knight,/heroes/transformations/moon-knight-headbig-0.webp,17,8, 0,600.3383,11007.049, 3708.005,    0.000,"Quick Match"
1170,"/maps/map_1170.png",355.5018,"5","6697394_1763192583_1170521_11001_13",0, 737699753,1383562507, 2, 0,1763193096,0,1, 0, 1, 8,0,0,FALSE,1055442592, 1, -26.80829,   1.00000,   1.00000,3327.36161,1058,gambit,/heroes/transformations/gambit-headbig-0.webp, 1,6, 0,272.0312, 2581.000, 3044.172, 4066.675,"Quick Match"
